,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_17,x_18,x_19,x_20,x_21,x_22,x_23,x_24,x_25,x_26,x_27,x_28,x_29,x_30,x_31,x_32,x_33,x_34,x_35,x_36,x_37,x_38,x_39,y
x_11,0.01382141,0.01792373,0.28411939,0.02812552,0.36256109,0.31218728,0.29124919,0.02291705,0.25658834,0.82144304,1.00000000,0.71806500,0.00789411,-0.00381611,0.28050503,0.34408325,0.25423867,0.14563434,-0.02319484,0.29294768,0.35526868,0.27867576,-0.03353832,0.45578455,0.00457276,-0.01250848,0.37793513,-0.00931518,0.04486100,0.38277384,0.37953877,0.26830964,0.08582481,0.28705548,0.28486344,0.29647754,0.24535867,0.25402643,0.39727851,0.66260442
x_12,-0.00995406,-0.01753002,0.22088885,0.01504820,0.26715890,0.22709010,0.25904758,0.05033234,0.21797643,0.22850270,0.71806500,1.00000000,-0.00976982,0.00388455,0.20860801,0.27269445,0.20918393,0.11510949,0.00228425,0.24529442,0.29066606,0.21947431,-0.04676639,0.33044487,0.02437872,-0.00968234,0.27050906,0.03187627,0.02668160,0.28233371,0.32017861,0.19552203,0.04602099,0.23696964,0.26707304,0.24231939,0.18169712,0.19925151,0.32767119,0.51369484
x_13,0.03029987,0.01624728,0.01850520,-0.01290112,0.03057297,0.06913553,0.00202518,0.03921509,0.01815129,0.02068826,0.00789411,-0.00976982,1.00000000,-0.00188545,-0.02158851,0.01144530,-0.02389699,-0.03299018,0.01327326,-0.02405874,0.00091757,0.02142779,-0.01413838,-0.01435850,0.02101829,0.00719877,-0.01337605,-0.03350240,-0.00948113,-0.01613273,0.00030392,-0.00473289,-0.01150777,-0.00245679,-0.00385696,-0.00399876,0.01477962,-0.01428960,-0.00500665,-0.00244605
x_14,-0.05968176,-0.01459319,-0.00068316,-0.02192032,-0.01359952,-0.05584956,0.02817144,0.02838503,0.00232747,-0.01520125,-0.00381611,0.00388455,-0.00188545,1.00000000,-0.00885588,0.02044744,-0.04775323,-0.05109913,0.00292868,-0.01566393,-0.02464619,-0.03067532,-0.04308057,-0.00981150,-0.04071957,-0.02324269,0.01047668,-0.02651314,0.00191245,-0.02522850,-0.02937487,-0.00526188,0.01147978,0.00603327,-0.03008233,0.02849371,-0.03059345,-0.01202813,-0.02075677,-0.02559635
x_15,-0.02471405,-0.00828442,0.21159852,0.03011649,0.30032727,0.25874421,0.21160840,0.02127546,0.17683773,0.22739486,0.28050503,0.20860801,-0.02158851,-0.00885588,1.00000000,0.31394167,0.23791796,0.63191244,-0.00186291,0.25166886,0.30189344,0.23141333,-0.01372604,0.40156694,-0.04947852,0.00801227,0.32733687,0.02272368,0.06069933,0.34144874,0.34036564,0.24024408,0.06311351,0.23609470,0.23437161,0.21682045,0.20765738,0.23647017,0.33662000,0.47259044
x_16,0.02287443,0.03773861,0.27913208,-0.04078229,0.33515936,0.32097823,0.30879903,0.04937003,0.28127378,0.26846773,0.34408325,0.27269445,0.01144530,0.02044744,0.31394167,1.00000000,0.30404275,-0.19170963,0.02288775,0.29196632,0.36953561,0.29587416,0.01656730,0.39664176,0.03505615,-0.02051731,0.32725896,-0.01471044,0.03806994,0.32820601,0.34367188,0.29450188,0.13967538,0.29578047,0.25373274,0.28175911,0.28801371,0.28762988,0.41877412,0.40208664
x_17,-0.02936965,0.00526265,0.22723126,0.01358524,0.31371966,0.26455908,0.23190361,0.03539434,0.20172205,0.20474752,0.25423867,0.20918393,-0.02389699,-0.04775323,0.23791796,0.30404275,1.00000000,0.64016135,-0.01343509,0.22795462,0.29000329,0.23848449,-0.03247799,0.36319679,0.01487993,0.03385511,0.31192966,0.01716327,0.01916336,0.29449375,0.32182640,0.22300484,0.07990244,0.24268454,0.21748354,0.16979592,0.19315740,0.20731666,0.29868226,0.46253453
x_18,-0.05007772,-0.01771636,0.12373997,0.04763209,0.20147741,0.15386138,0.10784264,0.01720150,0.08323230,0.12310252,0.14563434,0.11510949,-0.03299018,-0.05109913,0.63191244,-0.19170963,0.64016135,1.00000000,-0.02055568,0.14656847,0.17192680,0.13334471,-0.04378884,0.26867070,-0.04472121,0.03595430,0.22606473,0.03503244,0.02691146,0.22492122,0.23050202,0.13291615,0.01431106,0.13836475,0.13654590,0.09052864,0.09956442,0.11670749,0.16822666,0.38873502
x_19,-0.01453326,-0.01050189,0.04861313,0.02402109,-0.04297326,-0.05186711,-0.00875843,0.02520245,0.02536378,-0.04928078,-0.02319484,0.00228425,0.01327326,0.00292868,-0.00186291,0.02288775,-0.01343509,-0.02055568,1.00000000,-0.00357040,-0.00873407,-0.01656329,-0.03494343,-0.03016234,-0.00799306,-0.01631808,-0.01717438,0.00772577,-0.00987474,-0.03486223,-0.02027325,-0.01880943,-0.00135132,-0.00883468,0.02161493,0.00197117,-0.04774800,-0.04315798,-0.03794117,-0.02306916
x_20,0.03723557,-0.01004840,0.25075839,0.02827186,0.28259762,0.22794513,0.24101593,0.00708683,0.21697562,0.23237777,0.29294768,0.24529442,-0.02405874,-0.01566393,0.25166886,0.29196632,0.22795462,0.14656847,-0.00357040,1.00000000,0.73105307,0.22935599,-0.01403316,0.37089330,0.00314988,-0.04073926,0.29770213,-0.01891895,0.02832177,0.31455498,0.28346684,0.23672912,0.09920296,0.21666642,0.21894741,0.20705831,0.23282571,0.20083410,0.31838257,0.49511655
x_21,0.00765147,0.00673823,0.30144429,0.03155923,0.37318970,0.29633044,0.29058188,0.04813572,0.25169379,0.28039303,0.35526868,0.29066606,0.00091757,-0.02464619,0.30189344,0.36953561,0.29000329,0.17192680,-0.00873407,0.73105307,1.00000000,0.81697220,-0.02128696,0.46087109,-0.00004033,-0.01159087,0.39021534,-0.05093972,0.04087582,0.37163696,0.36990127,0.25754152,0.09148367,0.28495378,0.27625727,0.28015740,0.26975286,0.25676166,0.40180665,0.62595866
x_22,-0.01930430,0.01829774,0.23518156,0.02297396,0.31310494,0.25671540,0.22700886,0.07414138,0.19582407,0.21988898,0.27867576,0.21947431,0.02142779,-0.03067532,0.23141333,0.29587416,0.23848449,0.13334471,-0.01656329,0.22935599,0.81697220,1.00000000,-0.01986247,0.36773053,-0.00436316,0.01656723,0.31672177,-0.05157612,0.05156429,0.29229906,0.30696970,0.17823324,0.04752532,0.23316027,0.22026956,0.23200276,0.20071376,0.20089101,0.31783832,0.49311817
x_23,0.01941878,-0.00286646,-0.01167140,0.01781877,-0.02941440,0.02956554,0.00766056,0.05887431,0.02965059,-0.00374655,-0.03353832,-0.04676639,-0.01413838,-0.04308057,-0.01372604,0.01656730,-0.03247799,-0.04378884,-0.03494343,-0.01403316,-0.02128696,-0.01986247,1.00000000,0.00106610,0.00095702,-0.06626472,0.02427611,-0.00406722,-0.04059172,-0.01789799,-0.03491797,-0.01503695,0.00792602,-0.00128991,0.01155661,-0.00626195,-0.02085937,-0.06109628,-0.03120068,-0.03552853
x_24,-0.01652933,0.02652297,0.34713588,0.03039151,0.45380246,0.36676679,0.37859070,0.02828445,0.30270397,0.38357617,0.45578455,0.33044487,-0.01435850,-0.00981150,0.40156694,0.39664176,0.36319679,0.26867070,-0.03016234,0.37089330,0.46087109,0.36773053,0.00106610,1.00000000,0.02993207,-0.01266713,0.81394969,-0.00192518,0.07550908,0.80502404,0.42698836,0.35863769,0.16297584,0.36660058,0.35100383,0.34601149,0.37317314,0.35948855,0.54181778,0.50937922
x_25,-0.01225175,-0.01206442,0.02009140,-0.00209664,0.03403768,0.00116447,0.00289330,-0.01950877,-0.00437639,-0.01747120,0.00457276,0.02437872,0.02101829,-0.04071957,-0.04947852,0.03505615,0.01487993,-0.04472121,-0.00799306,0.00314988,-0.00004033,-0.00436316,0.00095702,0.02993207,1.00000000,0.04105474,0.03808582,0.02978495,0.04927697,0.00662731,-0.00637597,0.02070946,0.01946205,0.01115981,0.00733380,0.01833760,0.00531307,-0.01442703,0.00233792,-0.01128394
x_26,-0.04628911,-0.03155951,0.02593737,-0.00250339,0.03023963,-0.00353608,-0.02123846,-0.01957291,-0.01122279,-0.01137941,-0.01250848,-0.00968234,0.00719877,-0.02324269,0.00801227,-0.02051731,0.03385511,0.03595430,-0.01631808,-0.04073926,-0.01159087,0.01656723,-0.06626472,-0.01266713,0.04105474,1.00000000,-0.01979248,0.01649990,0.01009587,-0.00736937,-0.00778948,0.03425707,0.02806205,0.00392705,0.02608805,-0.03392041,-0.01415818,0.03663969,0.01260617,0.01465414
x_27,-0.00625375,0.03578570,0.31478663,0.01171935,0.38114677,0.31861997,0.32112320,0.02891819,0.27614570,0.31970374,0.37793513,0.27050906,-0.01337605,0.01047668,0.32733687,0.32725896,0.31192966,0.22606473,-0.01717438,0.29770213,0.39021534,0.31672177,0.02427611,0.81394969,0.03808582,-0.01979248,1.00000000,0.00007385,0.04393771,0.34703162,0.37193415,0.28096574,0.11541288,0.30803704,0.27618748,0.28942650,0.30991472,0.28171938,0.43671362,0.42340815
x_28,-0.02491409,0.07096326,-0.00917737,-0.02954524,-0.00312318,-0.03762191,-0.05395633,-0.00111760,-0.04879736,-0.03871442,-0.00931518,0.03187627,-0.03350240,-0.02651314,0.02272368,-0.01471044,0.01716327,0.03503244,0.00772577,-0.01891895,-0.05093972,-0.05157612,-0.00406722,-0.00192518,0.02978495,0.01649990,0.00007385,1.00000000,-0.02221151,0.00040238,-0.00802691,-0.05315111,-0.02609653,0.02238598,-0.00016810,0.00775551,0.03316235,0.01078407,0.02268455,-0.01707619
x_29,-0.02693937,-0.05799848,0.03106237,0.03113936,0.06499881,0.03077845,0.03156488,-0.01774707,0.00403420,0.03550925,0.04486100,0.02668160,-0.00948113,0.00191245,0.06069933,0.03806994,0.01916336,0.02691146,-0.00987474,0.02832177,0.04087582,0.05156429,-0.04059172,0.07550908,0.04927697,0.01009587,0.04393771,-0.02221151,1.00000000,0.10615904,0.04626140,0.04297727,0.01597096,0.03438586,0.03730375,-0.01829436,0.01958681,0.04590075,0.04181030,0.04231426
x_30,-0.01655840,0.00541060,0.26896920,0.04184259,0.38113019,0.28385906,0.31964902,0.02319123,0.23071826,0.31813507,0.38277384,0.28233371,-0.01613273,-0.02522850,0.34144874,0.32820601,0.29449375,0.22492122,-0.03486223,0.31455498,0.37163696,0.29229906,-0.01789799,0.80502404,0.00662731,-0.00736937,0.34703162,0.00040238,0.10615904,1.00000000,0.33923387,0.30976826,0.15267331,0.29979166,0.30391586,0.29506115,0.31067669,0.31899101,0.46664684,0.43605916
x_31,-0.02081780,0.03198786,0.28634553,0.01336280,0.35567989,0.30800968,0.32788861,0.06360107,0.27752540,0.27595885,0.37953877,0.32017861,0.00030392,-0.02937487,0.34036564,0.34367188,0.32182640,0.23050202,-0.02027325,0.28346684,0.36990127,0.30696970,-0.03491797,0.42698836,-0.00637597,-0.00778948,0.37193415,-0.00802691,0.04626140,0.33923387,1.00000000,0.28815485,-0.31327908,0.29534658,0.26372943,0.31126392,0.29824337,0.29896453,0.44351084,0.39908098
x_32,-0.01600692,-0.01707664,0.24462931,-0.01196511,0.31753443,0.22882627,0.23510872,0.04446705,0.18983369,0.23815552,0.26830964,0.19552203,-0.00473289,-0.00526188,0.24024408,0.29450188,0.22300484,0.13291615,-0.01880943,0.23672912,0.25754152,0.17823324,-0.01503695,0.35863769,0.02070946,0.03425707,0.28096574,-0.05315111,0.04297727,0.30976826,0.28815485,1.00000000,0.67703103,0.25306358,0.22949319,0.21027872,0.23292421,0.23795779,0.34175567,0.51554298
x_33,-0.01225851,-0.01322272,0.10717261,-0.00023397,0.12975515,0.08136209,0.08491476,0.02559233,0.06816736,0.10258459,0.08582481,0.04602099,-0.01150777,0.01147978,0.06311351,0.13967538,0.07990244,0.01431106,-0.00135132,0.09920296,0.09148367,0.04752532,0.00792602,0.16297584,0.01946205,0.02806205,0.11541288,-0.02609653,0.01597096,0.15267331,-0.31327908,0.67703103,1.00000000,0.49399156,0.08871929,0.08898215,0.09568049,0.06719370,0.12502411,0.37018066
x_34,-0.02603481,0.04550934,0.24651361,0.04002851,0.27196100,0.24335668,0.25956236,0.06397254,0.23468635,0.22297862,0.28705548,0.23696964,-0.00245679,0.00603327,0.23609470,0.29578047,0.24268454,0.13836475,-0.00883468,0.21666642,0.28495378,0.23316027,-0.00128991,0.36660058,0.01115981,0.00392705,0.30803704,0.02238598,0.03438586,0.29979166,0.29534658,0.25306358,0.49399156,1.00000000,0.19641769,0.28366130,0.23697985,0.19142981,0.33972903,0.48939941
x_35,0.00559241,0.00534442,0.20242025,0.02856445,0.33141065,0.26104803,0.25294031,0.00839457,0.17971710,0.20917196,0.28486344,0.26707304,-0.00385696,-0.03008233,0.23437161,0.25373274,0.21748354,0.13654590,0.02161493,0.21894741,0.27625727,0.22026956,0.01155661,0.35100383,0.00733380,0.02608805,0.27618748,-0.00016810,0.03730375,0.30391586,0.26372943,0.22949319,0.08871929,0.19641769,1.00000000,0.21338957,0.24855286,0.25481134,0.61872547,0.50837160
x_36,0.00164821,0.03153166,0.24871356,0.00676460,0.32849565,0.21993803,0.23706453,-0.01893655,0.18077670,0.23499540,0.29647754,0.24231939,-0.00399876,0.02849371,0.21682045,0.28175911,0.16979592,0.09052864,0.00197117,0.20705831,0.28015740,0.23200276,-0.00626195,0.34601149,0.01833760,-0.03392041,0.28942650,0.00775551,-0.01829436,0.29506115,0.31126392,0.21027872,0.08898215,0.28366130,0.21338957,1.00000000,0.28117641,0.21189313,0.59362977,0.48990183
x_37,-0.02288168,0.00147043,0.20029327,-0.00230470,0.29230975,0.25142782,0.24585090,0.00399170,0.18468486,0.21700601,0.24535867,0.18169712,0.01477962,-0.03059345,0.20765738,0.28801371,0.19315740,0.09956442,-0.04774800,0.23282571,0.26975286,0.20071376,-0.02085937,0.37317314,0.00531307,-0.01415818,0.30991472,0.03316235,0.01958681,0.31067669,0.29824337,0.23292421,0.09568049,0.23697985,0.24855286,0.28117641,1.00000000,0.21060236,0.66694987,0.50692231
x_38,0.00326419,-0.03875449,0.24241904,0.03791928,0.30283791,0.21684320,0.23249350,0.01970394,0.18954730,0.20603508,0.25402643,0.19925151,-0.01428960,-0.01202813,0.23647017,0.28762988,0.20731666,0.11670749,-0.04315798,0.20083410,0.25676166,0.20089101,-0.06109628,0.35948855,-0.01442703,0.03663969,0.28171938,0.01078407,0.04590075,0.31899101,0.29896453,0.23795779,0.06719370,0.19142981,0.25481134,0.21189313,0.21060236,1.00000000,0.70322596,0.52407579
x_39,-0.00712074,-0.00791023,0.33263532,0.02479524,0.47307244,0.35605555,0.36715061,0.00024430,0.27469052,0.31817211,0.39727851,0.32767119,-0.00500665,-0.02075677,0.33662000,0.41877412,0.29868226,0.16822666,-0.03794117,0.31838257,0.40180665,0.31783832,-0.03120068,0.54181778,0.00233792,0.01260617,0.43671362,0.02268455,0.04181030,0.46664684,0.44351084,0.34175567,0.12502411,0.33972903,0.61872547,0.59362977,0.66694987,0.70322596,1.00000000,0.77112164
y,-0.01099239,-0.00393904,0.49669440,0.03881989,0.42727307,0.47300541,0.47450270,0.02427825,0.51882622,0.53959474,0.66260442,0.51369484,-0.00244605,-0.02559635,0.47259044,0.40208664,0.46253453,0.38873502,-0.02306916,0.49511655,0.62595866,0.49311817,-0.03552853,0.50937922,-0.01128394,0.01465414,0.42340815,-0.01707619,0.04231426,0.43605916,0.39908098,0.51554298,0.37018066,0.48939941,0.50837160,0.48990183,0.50692231,0.52407579,0.77112164,1.00000000
